store_id,dept_id,week_start_date,during_pilot,post_pilot,treated,weekly_revenue,weekly_units,store_name,city,is_pilot,store_format,matched_control_id,dept_name,dept_pilot,price_elasticity_group
1,1,2023-07-31,False,False,False,78351.0,545,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2023-08-07,False,False,False,78657.0,546,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2023-08-14,False,False,False,80053.0,556,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2023-08-21,False,False,False,79160.0,550,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2023-08-28,False,False,False,78884.0,548,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2023-09-04,False,False,False,69720.0,484,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2023-09-11,False,False,False,80164.0,557,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2023-09-18,False,False,False,78240.0,544,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2023-09-25,False,False,False,81006.0,564,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2023-10-02,False,False,False,103299.0,720,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2023-10-09,False,False,False,94178.0,656,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2023-10-16,False,False,False,103752.0,722,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2023-10-23,False,False,False,100139.0,698,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2023-10-30,False,False,False,103378.0,721,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2023-11-06,False,False,False,101031.0,704,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2023-11-13,False,False,False,102970.0,718,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2023-11-20,False,False,False,103050.0,717,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2023-11-27,False,False,False,100334.0,699,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2023-12-04,False,False,False,100622.0,700,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2023-12-11,False,False,False,103174.0,718,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2023-12-18,False,False,False,102680.0,717,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2023-12-25,False,False,False,74595.0,520,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-01-01,False,False,False,58578.0,408,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-01-08,False,False,False,67694.0,469,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-01-15,False,False,False,68010.0,473,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-01-22,False,False,False,68670.0,477,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-01-29,False,False,False,66637.0,463,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-02-05,False,False,False,68009.0,473,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-02-12,False,False,False,66478.0,461,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-02-19,False,False,False,57074.0,396,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-02-26,False,False,False,67140.0,467,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-03-04,False,False,False,66389.0,462,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-03-11,False,False,False,68097.0,474,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-03-18,False,False,False,69292.0,480,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-03-25,False,False,False,58296.0,404,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-04-01,True,False,True,88582.0,616,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-04-08,True,False,True,88523.0,617,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-04-15,True,False,True,87377.0,609,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-04-22,True,False,True,88160.0,613,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-04-29,True,False,True,88672.0,617,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-05-06,True,False,True,91905.0,640,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-05-13,True,False,True,87857.0,612,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-05-20,True,False,True,77749.0,541,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-05-27,True,False,True,85225.0,593,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-06-03,True,False,True,88054.0,614,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-06-10,True,False,True,86021.0,600,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-06-17,True,False,True,88249.0,614,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-06-24,True,False,True,85561.0,596,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-07-01,False,True,False,72083.0,501,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-07-08,False,True,False,75788.0,528,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-07-15,False,True,False,79912.0,555,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-07-22,False,True,False,78522.0,546,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-07-29,False,True,False,77873.0,541,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-08-05,False,True,False,77461.0,538,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-08-12,False,True,False,78719.0,547,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-08-19,False,True,False,76750.0,533,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-08-26,False,True,False,76745.0,534,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-09-02,False,True,False,68269.0,475,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-09-09,False,True,False,77914.0,541,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-09-16,False,True,False,79163.0,549,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-09-23,False,True,False,80200.0,559,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,1,2024-09-30,False,True,False,11294.0,79,Kitchener-Fairview,Kitchener,True,large,12,Electronics,True,Low
1,2,2023-03-27,False,False,False,16367.0,359,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-04-03,False,False,False,45369.0,993,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-04-10,False,False,False,53725.0,1178,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-04-17,False,False,False,54242.0,1189,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-04-24,False,False,False,54367.0,1191,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-05-01,False,False,False,53018.0,1162,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-05-08,False,False,False,53793.0,1179,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-05-15,False,False,False,55330.0,1215,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-05-22,False,False,False,47747.0,1047,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-05-29,False,False,False,54729.0,1200,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-06-05,False,False,False,52749.0,1157,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-06-12,False,False,False,52555.0,1154,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-06-19,False,False,False,53590.0,1175,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-06-26,False,False,False,45890.0,1006,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-07-03,False,False,False,52806.0,1158,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-07-10,False,False,False,53318.0,1168,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-07-17,False,False,False,53466.0,1172,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-07-24,False,False,False,53832.0,1180,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-07-31,False,False,False,53852.0,1180,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-08-07,False,False,False,54064.0,1185,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-08-14,False,False,False,52317.0,1148,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-08-21,False,False,False,54228.0,1190,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-08-28,False,False,False,54213.0,1188,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-09-04,False,False,False,46424.0,1019,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-09-11,False,False,False,52845.0,1159,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-09-18,False,False,False,53987.0,1184,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-09-25,False,False,False,55466.0,1217,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-10-02,False,False,False,69130.0,1518,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-10-09,False,False,False,61696.0,1354,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-10-16,False,False,False,71535.0,1570,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-10-23,False,False,False,69697.0,1530,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-10-30,False,False,False,70035.0,1537,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-11-06,False,False,False,70533.0,1548,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-11-13,False,False,False,69852.0,1532,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-11-20,False,False,False,69641.0,1529,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-11-27,False,False,False,69427.0,1523,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-12-04,False,False,False,71117.0,1561,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-12-11,False,False,False,72287.0,1586,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-12-18,False,False,False,68322.0,1499,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2023-12-25,False,False,False,51800.0,1137,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-01-01,False,False,False,39837.0,874,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-01-08,False,False,False,45927.0,1007,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-01-15,False,False,False,45980.0,1009,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-01-22,False,False,False,46175.0,1013,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-01-29,False,False,False,45504.0,998,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-02-05,False,False,False,47252.0,1036,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-02-12,False,False,False,46908.0,1028,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-02-19,False,False,False,41368.0,908,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-02-26,False,False,False,45783.0,1004,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-03-04,False,False,False,47009.0,1031,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-03-11,False,False,False,46524.0,1020,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-03-18,False,False,False,45473.0,998,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-03-25,False,False,False,39128.0,858,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-04-01,True,False,True,54541.0,1197,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-04-08,True,False,True,56120.0,1230,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-04-15,True,False,True,54257.0,1190,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-04-22,True,False,True,56413.0,1238,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-04-29,True,False,True,57214.0,1255,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-05-06,True,False,True,55354.0,1214,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-05-13,True,False,True,52803.0,1158,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-05-20,True,False,True,47817.0,1050,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-05-27,True,False,True,54519.0,1195,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-06-03,True,False,True,56471.0,1239,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-06-10,True,False,True,56588.0,1242,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-06-17,True,False,True,57369.0,1259,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-06-24,True,False,True,55031.0,1207,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-07-01,False,True,False,48386.0,1061,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-07-08,False,True,False,53537.0,1173,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-07-15,False,True,False,54119.0,1189,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-07-22,False,True,False,54906.0,1204,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-07-29,False,True,False,53440.0,1171,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-08-05,False,True,False,53228.0,1168,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-08-12,False,True,False,53126.0,1166,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-08-19,False,True,False,52806.0,1157,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-08-26,False,True,False,55308.0,1214,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-09-02,False,True,False,46737.0,1026,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-09-09,False,True,False,53830.0,1181,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-09-16,False,True,False,53926.0,1182,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-09-23,False,True,False,54465.0,1195,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,2,2024-09-30,False,True,False,7444.0,163,Kitchener-Fairview,Kitchener,True,large,12,Home & Kitchen,True,Medium
1,3,2023-03-27,False,False,False,11772.0,340,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-04-03,False,False,False,32395.0,936,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-04-10,False,False,False,35644.0,1030,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-04-17,False,False,False,37081.0,1071,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-04-24,False,False,False,36106.0,1044,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-05-01,False,False,False,35035.0,1013,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-05-08,False,False,False,35935.0,1038,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-05-15,False,False,False,35425.0,1024,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-05-22,False,False,False,32118.0,928,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-05-29,False,False,False,34870.0,1008,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-06-05,False,False,False,35776.0,1034,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-06-12,False,False,False,34904.0,1009,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-06-19,False,False,False,36223.0,1048,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-06-26,False,False,False,29919.0,865,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-07-03,False,False,False,35340.0,1021,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-07-10,False,False,False,36045.0,1042,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-07-17,False,False,False,36058.0,1042,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-07-24,False,False,False,36633.0,1058,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-07-31,False,False,False,36867.0,1065,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-08-07,False,False,False,34847.0,1007,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-08-14,False,False,False,35354.0,1022,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-08-21,False,False,False,36472.0,1056,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-08-28,False,False,False,35211.0,1017,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-09-04,False,False,False,31807.0,919,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-09-11,False,False,False,36382.0,1052,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-09-18,False,False,False,34221.0,989,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-09-25,False,False,False,38537.0,1113,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-10-02,False,False,False,46736.0,1351,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-10-09,False,False,False,41086.0,1188,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-10-16,False,False,False,46108.0,1333,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-10-23,False,False,False,46119.0,1333,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-10-30,False,False,False,46915.0,1358,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-11-06,False,False,False,46625.0,1347,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-11-13,False,False,False,45923.0,1329,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-11-20,False,False,False,45934.0,1330,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-11-27,False,False,False,45139.0,1306,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-12-04,False,False,False,46463.0,1343,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-12-11,False,False,False,46167.0,1336,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-12-18,False,False,False,47092.0,1363,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2023-12-25,False,False,False,35334.0,1023,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2024-01-01,False,False,False,26697.0,772,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2024-01-08,False,False,False,30304.0,876,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2024-01-15,False,False,False,30531.0,881,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2024-01-22,False,False,False,31499.0,910,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2024-01-29,False,False,False,30968.0,894,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2024-02-05,False,False,False,29997.0,867,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2024-02-12,False,False,False,31043.0,897,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2024-02-19,False,False,False,26688.0,771,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2024-02-26,False,False,False,31094.0,898,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2024-03-04,False,False,False,31368.0,904,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2024-03-11,False,False,False,30102.0,871,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2024-03-18,False,False,False,30792.0,890,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2024-03-25,False,False,False,25966.0,750,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2024-04-01,True,False,True,35431.0,1024,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2024-04-08,True,False,True,35007.0,1012,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2024-04-15,True,False,True,37368.0,1080,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2024-04-22,True,False,True,35114.0,1014,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2024-04-29,True,False,True,34449.0,995,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2024-05-06,True,False,True,36308.0,1049,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2024-05-13,True,False,True,35754.0,1035,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2024-05-20,True,False,True,29442.0,850,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2024-05-27,True,False,True,35126.0,1014,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2024-06-03,True,False,True,35382.0,1022,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2024-06-10,True,False,True,34952.0,1010,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2024-06-17,True,False,True,34597.0,1000,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2024-06-24,True,False,True,35070.0,1013,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2024-07-01,False,True,False,30709.0,887,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
1,3,2024-07-08,False,True,False,35685.0,1032,Kitchener-Fairview,Kitchener,True,large,12,Sports & Outdoors,True,High
